Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Satisfacción;Calificacion;Repetiria;Recomendaria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Canal_visitas_anteriores;Canal_familia;Canal_redes_sociales;Canal_otro;Horas_fuera_alojamiento;A_playa;A_gastronomia;A_ocio;A_senderismo;A_otro_deporte;Año
6;45;Irlanda;No;No;Si;No;No;6;2;449,9861539;849,9738462;10;8;9;3;9;9;4;2;3;3;Q4;Si;Si;Si;No;1;No;No;No;No;Si;2019
6;40;Otros;No;No;No;No;Si;9;3;1699,969091;499,9909091;7;3;10;3;10;10;4;1;2;1;Q4;Si;No;No;No;12;No;No;No;No;Si;2019
1;41;Irlanda;No;No;Si;No;No;3;4;1000,022727;320,0072727;4;0;8;4;8;8;4;1;2;3;Q4;Si;No;Si;No;10;Si;No;Si;No;No;2019
6;60;Irlanda;No;No;No;Si;No;13;2;160,0059259;2000,074074;12;12;9;3;10;10;4;7;2;2;Q4;Si;No;No;No;2;Si;No;No;No;No;2019
1;32;Otros;No;No;No;No;Si;6;4;223,5388235;251,4811765;3;3;9;3;9;9;3;1;1;3;Q4;Si;No;No;No;8;Si;No;Si;No;No;2019
1;54;Alemania;No;Si;Si;No;No;10;1;1044,207659;1833,983242;12;5;8;3;9;9;4;2;4;1;Q4;No;No;Si;No;5;Si;No;No;No;No;2019
1;36;Italia;No;No;Si;No;No;7;2;2132,549611;3745,48129;4;2;10;4;10;10;4;1;4;4;Q4;Si;No;Si;No;3;Si;Si;No;No;No;2019
1;81;Alemania;No;Si;No;No;No;14;3;580,450976;1019,469024;12;10;8;3;10;10;3;7;2;2;Q4;Si;No;Si;No;8;Si;No;No;No;No;2019
1;29;Alemania;No;Si;No;No;No;7;1;536,3094265;941,9414735;2;1;8;4;9;8;4;1;3;2;Q4;Si;No;No;No;5;Si;Si;No;No;No;2019
6;33;Alemania;No;Si;No;No;No;7;3;681,4221705;1196,80873;3;2;10;3;10;10;4;1;2;2;Q4;Si;No;No;No;6;Si;No;No;No;No;2019
6;48;Alemania;No;Si;No;No;No;7;1;354,8804025;623,2904975;2;0;10;3;10;10;3;1;3;2;Q4;Si;No;Si;No;6;Si;No;No;No;No;2019
6;74;Alemania;No;No;No;No;Si;21;4;1668,821952;2931,018048;15;13;6;4;10;10;4;11;2;2;Q4;Si;No;No;No;10;Si;Si;Si;No;No;2019
1;54;Suecia;No;No;No;No;Si;7;1;2204,236391;1898,195009;4;4;10;3;8;8;3;4;2;2;Q4;Si;No;No;No;7;Si;No;No;No;No;2019
1;31;Suecia;Si;No;No;No;No;8;4;337,6132072;290,7381928;3;3;7;3;5;6;3;4;3;1;Q4;Si;No;No;No;14;Si;No;Si;No;No;2019
1;44;Suecia;No;Si;No;No;No;18;4;469,4896552;2253,550345;7;7;8;3;8;8;4;4;4;2;Q4;Si;No;Si;No;8;Si;No;No;No;No;2019
1;52;Suecia;Si;No;No;No;No;10;4;60;360;1;1;2;2;5;6;4;7;2;2;Q4;Si;No;Si;No;8;Si;No;No;Si;No;2019
6;70;Dinamarca;No;Si;No;No;No;8;5;539,3142857;215,7257143;15;8;10;2;10;10;4;3;4;2;Q4;No;No;No;No;8;Si;No;No;No;No;2019
1;64;Suecia;Si;No;No;No;No;20;4;375,56;1502,24;25;21;10;3;10;10;3;4;3;1;Q4;Si;No;No;No;10;Si;No;No;No;No;2019
6;55;Bélgica;No;Si;No;No;No;7;2;526,3231115;1652,166589;2;2;8;4;8;7;4;1;4;4;Q4;No;No;No;No;8;No;No;No;No;Si;2019
1;43;Finlandia;No;No;Si;No;No;7;4;1611,819405;1388,030595;3;3;9;3;10;10;4;1;3;4;Q4;Si;No;Si;No;8;No;No;No;No;Si;2019
6;64;Finlandia;No;Si;No;No;No;14;4;1075,6746;926,3254;13;5;9;3;9;10;3;7;2;2;Q4;No;No;Si;No;6;Si;Si;No;No;No;2019
6;33;Finlandia;No;No;No;No;Si;7;2;10745,91403;9253,925968;6;3;8;3;9;9;4;1;3;4;Q4;No;Si;Si;No;2;Si;No;No;No;No;2019
6;27;Finlandia;No;Si;No;No;No;7;2;739,9649392;637,2264608;3;2;9;4;9;9;4;6;2;2;Q4;Si;No;Si;No;3;Si;No;No;Si;No;2019
1;55;Finlandia;No;Si;No;No;No;7;2;4017,537923;3459,733477;10;7;9;3;9;10;3;1;4;2;Q4;Si;No;No;No;5;Si;Si;No;No;No;2019
6;63;Finlandia;No;No;No;No;Si;7;2;417,6010582;359,6203418;2;2;8;3;6;7;4;1;4;5;Q4;Si;No;Si;No;5;Si;No;Si;No;No;2019
6;46;Finlandia;No;No;No;No;Si;7;4;828,6892882;713,6321118;2;2;9;4;9;9;3;1;1;1;Q4;Si;Si;Si;No;8;Si;No;No;No;No;2019
1;73;Finlandia;No;Si;No;No;No;14;2;1665,565524;1434,314476;8;8;9;3;9;9;3;2;3;2;Q4;Si;Si;Si;No;3;Si;No;Si;No;No;2019
6;70;Finlandia;No;Si;No;No;No;7;3;578,7641932;498,4072068;10;7;6;3;6;6;4;7;3;2;Q4;Si;No;Si;No;7;Si;No;No;No;No;2019
1;53;Finlandia;No;Si;No;No;No;7;5;632,5479232;544,7234768;3;3;7;3;7;7;4;1;4;2;Q4;No;No;No;No;8;No;No;Si;No;No;2019
1;50;Alemania;No;Si;No;No;No;11;2;1769,865707;3108,485194;3;3;8;4;8;8;3;1;2;3;Q4;Si;No;Si;No;10;Si;No;No;No;No;2019
6;58;Suiza;No;Si;No;No;No;7;4;402,65316;508,32684;2;2;8;3;8;8;4;2;4;2;Q4;No;No;Si;No;6;Si;No;No;No;No;2019
1;65;Suiza;Si;No;No;No;No;16;3;530,4;669,6;20;16;6;4;10;8;3;7;4;1;Q4;Si;No;No;No;10;No;No;Si;Si;No;2019
6;40;Francia;No;Si;No;No;No;5;1;644,1887578;1028,160042;4;4;7;4;7;7;3;1;3;2;Q4;Si;No;No;No;3;No;No;No;Si;No;2019
6;61;Suecia;No;Si;Si;No;No;10;1;234,75;234,75;3;3;10;5;10;10;4;1;3;2;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
1;57;Suecia;No;Si;No;No;No;9;2;600,9389011;1107,981099;10;9;10;4;10;10;3;1;4;3;Q4;Si;No;No;No;6;Si;No;Si;No;No;2019
6;45;Suecia;No;No;Si;No;No;7;5;1220,640909;1877,909091;2;2;9;3;4;10;3;7;1;2;Q4;Si;No;No;No;2;Si;No;No;No;No;2019
6;19;Suecia;No;Si;No;No;No;7;3;580,187286;499,632714;6;4;10;4;7;10;2;7;4;3;Q4;Si;Si;No;No;16;Si;No;No;No;No;2019
1;60;Suecia;No;Si;Si;No;No;10;5;3286,5;1971,9;4;4;10;3;10;8;4;2;4;2;Q4;Si;No;Si;No;12;Si;Si;No;Si;No;2019
1;50;Suecia;No;Si;No;No;No;9;4;563,4;281,7;6;6;10;3;10;10;3;1;3;2;Q4;Si;Si;Si;No;12;Si;No;No;No;No;2019
6;76;Suecia;No;Si;No;No;No;22;1;938,96;4225,32;3;2;10;3;10;10;4;7;4;2;Q4;Si;No;Si;No;6;No;No;No;No;Si;2019
6;61;Otros;No;Si;No;No;No;7;2;747,9907697;1201,93303;1;1;8;3;8;9;3;7;3;2;Q4;No;No;No;No;3;Si;No;No;No;No;2019
6;59;Finlandia;No;Si;No;No;No;9;5;690,032093;600,027907;5;5;5;3;7;7;3;1;2;2;Q4;No;No;Si;No;8;Si;No;No;No;No;2019
6;51;Finlandia;No;Si;No;No;No;7;4;1330,984193;1146,187207;21;18;9;3;10;10;3;1;3;2;Q4;Si;No;No;No;10;Si;No;No;No;No;2019
1;76;Finlandia;No;Si;No;No;No;14;1;2083,279415;1794,031985;13;6;8;3;8;10;4;7;4;2;Q4;Si;No;Si;No;3;No;No;No;Si;No;2019
6;61;Finlandia;No;Si;No;No;No;7;2;1653,385685;1423,825715;10;7;9;3;9;9;3;1;3;2;Q4;Si;No;Si;No;3;No;No;No;No;Si;2019
1;72;Finlandia;Si;No;No;No;No;7;3;508,3940122;437,8073878;12;12;10;3;9;10;3;7;1;1;Q4;Si;No;No;No;7;Si;No;No;No;No;2019
1;52;Finlandia;No;Si;Si;No;No;7;4;1384,730312;1192,471088;4;2;9;3;9;9;4;1;3;3;Q4;Si;No;Si;No;14;Si;Si;No;No;No;2019
1;34;Finlandia;Si;No;No;No;No;7;3;605,6560582;521,5653418;2;2;8;3;8;8;4;1;4;2;Q4;No;Si;Si;No;3;Si;No;No;Si;No;2019
6;63;Suecia;Si;No;No;No;No;7;2;632,5103122;544,6910878;20;5;7;3;7;7;4;1;4;2;Q4;Si;No;No;No;10;No;No;No;No;Si;2019
1;55;Suecia;No;No;Si;No;No;7;2;1816,159968;1564,000032;12;12;10;5;10;10;3;1;3;1;Q4;Si;No;No;No;10;No;No;Si;No;No;2019
1;48;Suecia;No;Si;Si;No;No;7;2;1548,338162;1333,363238;4;4;10;3;8;10;3;3;3;3;Q4;Si;No;No;No;5;Si;Si;Si;No;No;2019
6;45;Suecia;No;Si;Si;No;No;7;2;2522,494548;2172,265452;2;2;10;4;10;10;3;7;3;4;Q4;No;No;Si;No;2;Si;No;No;No;No;2019
1;65;Suecia;No;Si;Si;No;No;7;2;690,7697512;594,8616488;6;3;8;3;8;8;4;7;3;2;Q4;Si;No;Si;No;6;Si;No;No;No;No;2019
1;83;Suecia;No;Si;No;No;No;7;2;640,2957892;551,3956108;3;2;9;3;9;9;2;7;1;2;Q4;Si;Si;No;No;4;No;No;No;No;Si;2019
1;56;Suecia;No;Si;No;No;No;7;3;1195,283705;1029,327695;2;2;8;3;8;8;3;4;4;2;Q4;Si;No;Si;No;6;Si;No;No;No;No;2019
1;46;Reino Unido;No;Si;No;No;No;4;4;145,7478904;150,0121096;10;5;10;3;10;10;4;1;2;2;Q4;Si;No;Si;No;12;Si;Si;No;No;No;2019
6;58;Reino Unido;No;Si;No;No;No;7;1;839,6328447;1357,783655;10;3;10;4;10;10;4;7;4;2;Q4;Si;No;Si;No;3;No;No;No;Si;No;2019
1;76;Reino Unido;No;Si;No;No;No;7;3;436,9300127;706,5664874;6;3;6;3;6;5;3;7;4;2;Q4;Si;No;No;No;7;No;No;No;No;Si;2019
6;33;Reino Unido;No;No;No;No;Si;7;3;1171,991067;1895,245433;6;1;10;4;10;10;4;1;1;1;Q4;No;No;Si;No;1;Si;No;No;No;No;2019
1;40;Reino Unido;No;Si;No;No;No;7;4;681,9325327;1102,763967;15;15;10;5;10;10;4;1;3;5;Q4;Si;No;No;No;18;Si;No;Si;No;No;2019
6;62;Reino Unido;No;Si;No;No;No;7;4;414,8369907;670,8395094;8;2;10;4;10;10;3;2;1;2;Q4;Si;No;Si;No;5;Si;Si;Si;No;No;2019
1;50;Reino Unido;No;Si;No;No;No;7;4;771,0267897;1246,83971;10;2;10;4;10;10;4;1;2;2;Q4;Si;No;Si;No;12;Si;Si;Si;Si;No;2019
1;67;Reino Unido;No;Si;No;No;No;27;1;1737,254523;2809,341977;4;0;10;3;10;10;4;2;4;2;Q4;No;Si;No;No;4;No;No;No;No;Si;2019
1;49;Reino Unido;Si;No;No;No;No;5;4;209,8570577;499,9929423;8;6;8;3;10;10;3;1;1;1;Q4;Si;No;No;No;8;No;No;No;No;Si;2019
1;42;Reino Unido;No;Si;No;No;No;7;4;771,0267897;1246,83971;2;0;8;3;8;8;4;1;3;4;Q4;Si;No;Si;No;8;Si;No;Si;No;No;2019
1;44;Reino Unido;No;Si;No;No;No;11;1;1528,360453;2471,536047;2;2;10;3;9;10;4;1;4;3;Q4;No;No;No;No;10;No;No;No;No;Si;2019
6;54;Reino Unido;No;Si;No;No;No;7;2;681,9592797;1102,80722;3;0;7;3;7;6;4;1;3;2;Q4;Si;No;Si;No;3;Si;No;No;No;No;2019
6;26;Reino Unido;No;Si;Si;No;No;11;4;1038,447117;1679,289383;3;1;10;5;10;10;4;1;2;5;Q4;Si;No;Si;No;6;Si;No;No;No;No;2019
6;46;Finlandia;No;Si;Si;No;No;6;4;846,450846;1368,809154;2;2;10;5;9;10;4;1;4;3;Q4;Si;Si;Si;No;8;Si;No;No;No;No;2019
6;68;Reino Unido;No;Si;No;No;No;7;2;913,249568;1476,830432;5;2;7;3;9;9;4;1;1;2;Q4;No;Si;Si;No;4;Si;No;No;No;No;2019
1;71;España;No;Si;No;No;No;8;6;400,0376471;450,0423529;7;0;9;3;10;10;4;7;2;2;Q4;Si;No;No;No;12;No;Si;No;No;No;2019
1;64;España;No;Si;No;No;No;5;2;700;920;3;1;8;3;6;8;4;7;1;2;Q4;Si;No;No;No;8;No;No;No;No;Si;2019
6;32;España;No;No;No;No;Si;6;1;1000,014546;4500,065455;5;1;9;5;10;10;4;2;3;1;Q4;Si;Si;No;No;3;Si;Si;No;No;No;2019
1;35;España;No;No;No;No;Si;6;6;800;1000;2;0;9;4;9;9;4;3;4;3;Q4;Si;No;Si;No;8;Si;Si;No;No;No;2019
6;50;Paises Bajos;No;Si;No;No;No;7;2;922,4160587;1358,533641;9;6;9;3;10;9;3;1;3;3;Q4;Si;No;No;No;3;Si;No;No;No;No;2019
6;68;Paises Bajos;No;Si;No;No;No;7;4;340,0638827;500,8458173;3;3;10;3;10;10;4;2;2;2;Q4;Si;No;No;No;9;No;No;No;No;Si;2019
6;77;Paises Bajos;No;Si;No;Si;No;7;4;970,568088;1429,451912;4;2;9;3;9;9;3;2;2;2;Q4;Si;No;No;No;10;No;No;No;No;Si;2019
1;54;Paises Bajos;No;Si;No;No;No;7;4;760,6641467;1120,305553;2;1;5;3;8;8;3;2;3;1;Q4;Si;No;Si;No;5;Si;No;No;No;No;2019
1;52;Paises Bajos;No;Si;No;No;No;7;2;841,5117947;1239,377905;3;3;8;3;8;8;3;3;4;1;Q4;Si;No;No;No;14;No;No;Si;No;No;2019
1;62;España;No;Si;No;No;No;4;2;642,88;957,12;3;1;10;3;10;10;3;7;2;2;Q4;Si;No;No;No;16;Si;No;No;No;No;2019
1;55;Noruega;No;Si;No;No;No;9;2;700;2000;5;5;8;4;8;8;4;1;4;2;Q4;No;No;Si;No;8;Si;No;No;No;No;2019
1;60;Noruega;No;No;No;Si;No;9;4;731,9250111;732,0149889;3;3;8;3;8;8;3;1;3;1;Q4;Si;No;Si;No;8;No;No;Si;No;No;2019
1;44;Dinamarca;No;No;No;No;Si;6;4;600,03;600,03;4;2;6;3;6;5;4;4;3;2;Q4;Si;No;No;No;10;Si;No;No;No;No;2019
6;23;Finlandia;No;No;No;No;Si;6;2;250;1400;10;10;9;4;9;9;4;6;1;1;Q4;Si;No;No;No;12;Si;Si;No;No;No;2019
1;75;Alemania;No;Si;No;No;No;10;2;409,3076585;718,8832415;21;10;10;3;10;10;4;7;3;2;Q4;Si;No;No;No;3;No;No;No;No;Si;2019
1;29;Otros;No;No;No;No;Si;7;2;2180,598674;3503,965126;3;1;10;3;10;10;4;4;2;1;Q4;Si;No;Si;No;5;Si;Si;No;No;No;2019
1;42;Otros;No;Si;No;No;No;7;2;569,1027457;914,4810543;6;3;8;3;10;10;4;3;2;2;Q4;Si;No;No;No;12;Si;Si;Si;No;No;2019
1;53;Otros;No;Si;No;No;No;14;4;200;500;1;1;7;3;8;9;3;1;1;2;Q4;No;Si;Si;No;8;No;No;No;No;Si;2019
6;42;España;Si;No;No;No;No;1;2;500;90;5;4;10;5;10;10;3;1;2;1;Q4;No;No;No;No;14;No;No;No;No;Si;2019
1;55;España;No;No;Si;No;No;7;3;1165,315628;1734,922372;6;3;7;3;7;7;3;1;2;3;Q4;No;No;No;No;10;Si;Si;No;Si;No;2019
6;38;España;No;Si;No;No;No;7;6;400,009697;425,010303;3;1;10;5;8;9;4;1;1;3;Q4;Si;No;Si;No;8;Si;Si;No;No;No;2019
1;37;España;No;No;No;No;Si;3;6;1600,067368;300,0126316;4;4;7;3;8;8;3;1;2;2;Q4;Si;No;No;No;16;Si;Si;No;No;No;2019
1;67;Irlanda;No;Si;No;No;No;12;3;116,5846154;1399,015385;2;2;10;3;10;10;3;7;2;2;Q4;Si;No;Si;No;10;No;No;No;No;Si;2019
1;46;Otros;No;Si;No;No;No;7;4;681,9592797;1102,80722;2;0;10;4;10;10;4;1;3;3;Q4;Si;No;No;No;6;Si;No;No;No;No;2019
6;49;Paises Bajos;No;Si;No;No;No;6;2;441,1557947;649,7339053;10;4;10;4;10;10;3;1;2;1;Q4;Si;No;No;No;16;Si;No;No;Si;No;2019
6;50;Paises Bajos;No;Si;Si;No;No;7;2;1245,919883;1834,989817;4;2;9;4;9;9;3;4;2;3;Q4;No;No;Si;No;5;No;No;Si;No;No;2019
6;53;Paises Bajos;No;Si;Si;Si;No;14;3;1973,888411;2907,141289;4;4;10;3;10;10;4;2;3;3;Q4;Si;Si;No;No;4;Si;No;Si;No;No;2019
1;68;Paises Bajos;No;No;No;No;Si;21;4;1165,072235;1715,917465;5;5;7;3;10;10;4;7;3;2;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
1;49;Paises Bajos;No;No;No;No;Si;7;2;1973,888411;2907,141289;5;5;9;3;10;9;4;1;3;2;Q4;Si;No;No;No;5;Si;No;No;Si;No;2019
1;65;Paises Bajos;No;No;No;No;Si;12;2;760,6156187;1120,234081;2;2;10;3;10;10;3;1;3;3;Q4;No;No;No;No;10;No;No;No;No;Si;2019
1;37;Otros;No;No;Si;Si;No;5;5;2000;2000;5;5;9;3;9;9;4;4;3;6;Q4;Si;Si;Si;No;5;Si;Si;No;Si;No;2019
6;49;Noruega;No;No;No;No;Si;6;4;593,4193238;539,9806762;3;3;6;4;8;8;4;1;3;3;Q4;Si;No;Si;No;12;No;No;No;No;Si;2019
1;64;Noruega;No;Si;Si;No;No;10;1;2274,788462;5439,711539;4;4;8;3;7;8;4;2;4;2;Q4;Si;No;Si;No;2;No;No;No;No;Si;2019
1;69;Noruega;No;Si;No;No;No;6;2;2391,447078;2059,412922;6;4;5;3;5;5;3;7;4;2;Q4;Si;No;Si;No;1;No;No;No;No;Si;2019
6;55;Noruega;No;No;Si;No;No;7;3;1103,136755;949,9746448;7;5;8;3;10;10;3;5;2;2;Q4;Si;No;Si;No;6;No;No;No;No;Si;2019
1;42;Suecia;Si;No;No;Si;No;9;4;336,2955249;120,0044751;2;2;8;3;2;5;4;1;4;1;Q4;No;Si;No;No;12;No;Si;No;No;No;2019
1;49;Noruega;No;No;No;No;Si;12;4;346,1818182;1285,818182;4;3;6;3;8;8;4;1;4;1;Q4;Si;Si;Si;No;12;Si;No;Si;Si;No;2019
1;69;Alemania;No;Si;No;Si;No;22;4;1116,811195;1961,499706;13;2;7;3;9;9;3;7;2;2;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
1;68;Alemania;No;Si;No;No;No;7;3;682,085768;1197,974232;4;2;6;3;5;6;3;7;4;2;Q4;Si;No;No;No;6;Si;No;No;No;No;2019
1;34;Alemania;No;Si;Si;No;No;8;2;1015,869024;1784,210976;7;7;9;3;9;9;3;1;3;3;Q4;No;No;Si;No;6;No;No;No;No;Si;2019
1;80;Alemania;No;Si;No;No;No;21;4;1116,760403;1961,410498;20;20;6;4;7;8;3;1;2;1;Q4;Si;No;No;No;4;No;No;No;No;Si;2019
1;56;Alemania;No;Si;No;No;No;6;2;1299,985946;2399,974054;10;10;7;3;8;8;4;1;4;2;Q4;Si;No;Si;No;6;Si;No;No;No;No;2019
1;65;Alemania;No;Si;No;No;No;21;3;862,7496105;1515,28129;15;15;8;3;10;10;4;7;2;2;Q4;No;No;No;No;7;Si;No;No;No;No;2019
1;58;Alemania;No;Si;No;No;No;14;2;1044,178635;1833,932266;2;2;9;3;9;9;4;1;2;2;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
6;18;España;No;No;No;No;Si;6;3;2571,655808;3828,682192;5;3;10;5;10;10;3;5;1;4;Q4;Si;No;No;No;15;No;No;No;No;Si;2019
6;51;España;Si;No;No;No;No;5;2;361,62;538,38;10;9;9;3;10;10;4;1;3;2;Q4;Si;No;No;No;14;No;Si;No;No;No;2019
6;49;España;No;No;Si;No;No;5;1;1165,29152;1734,88648;3;3;10;5;10;10;3;1;1;2;Q4;No;No;No;No;6;Si;No;No;No;No;2019
1;73;Reino Unido;No;Si;No;No;No;7;2;699,5333333;1399,066667;4;2;9;4;10;10;4;7;4;2;Q4;Si;No;Si;No;3;Si;No;No;No;No;2019
1;38;Dinamarca;No;Si;No;No;No;7;3;803,3770852;691,8343148;5;2;10;4;10;10;4;1;3;2;Q4;Si;Si;Si;No;5;Si;No;Si;No;No;2019
6;17;Dinamarca;No;No;No;No;Si;6;2;2469,684083;2126,787317;2;2;10;3;10;10;4;2;1;4;Q4;Si;Si;No;No;4;No;No;No;No;Si;2019
6;68;Dinamarca;No;Si;No;No;No;7;3;1078,684444;2561,875556;6;3;8;3;9;9;2;1;4;3;Q4;Si;No;No;No;10;No;No;No;No;Si;2019
1;60;Alemania;No;Si;No;No;No;10;4;1100;800;4;4;7;3;7;7;4;1;4;2;Q4;No;Si;No;No;12;Si;No;No;No;No;2019
1;50;Alemania;No;Si;No;No;No;14;3;1479,567659;2598,623242;4;0;7;3;6;6;3;1;2;2;Q4;Si;No;No;No;14;Si;Si;No;No;No;2019
6;22;Alemania;No;Si;No;Si;No;2;5;610,9778528;1287,058347;2;2;8;4;7;8;4;1;1;1;Q4;No;No;Si;No;5;No;No;No;No;Si;2019
6;22;Alemania;No;No;No;Si;No;8;4;427,4476585;750,7432415;3;3;10;5;10;10;4;1;2;3;Q4;Si;No;No;No;3;Si;No;Si;No;No;2019
1;32;Italia;No;Si;No;Si;No;7;4;159,990303;499,969697;1;1;8;3;8;8;4;1;1;2;Q4;Si;No;Si;No;12;Si;No;No;No;No;2019
6;35;Italia;No;Si;No;No;No;6;2;649,9889362;1699,971064;3;1;8;3;10;10;4;1;4;2;Q4;Si;Si;Si;No;8;Si;No;No;No;No;2019
6;58;España;No;Si;No;No;No;9;2;480,0090566;2700,050943;5;5;10;3;10;10;4;7;2;2;Q4;No;No;Si;No;7;Si;No;No;No;No;2019
6;19;Dinamarca;No;No;No;No;Si;7;3;8989,749734;7741,591666;23;16;10;3;10;10;2;7;4;2;Q4;Si;No;No;No;3;Si;Si;Si;Si;No;2019
1;19;Dinamarca;No;No;No;No;Si;7;3;658,4995132;567,0718868;3;1;8;3;10;9;3;1;4;6;Q4;Si;Si;No;No;20;No;No;No;No;Si;2019
1;66;Noruega;No;Si;No;No;No;7;3;1262,607395;1087,304005;10;10;7;3;7;6;4;2;4;5;Q4;Si;No;No;No;10;Si;No;No;No;No;2019
6;40;Noruega;Si;No;No;No;No;7;4;584,550162;503,389838;5;5;9;3;10;10;4;1;2;3;Q4;No;No;No;No;2;Si;No;No;No;No;2019
6;45;Otros;No;Si;No;No;No;7;2;1396,947762;1202,992238;1;1;10;3;10;10;3;2;4;5;Q4;No;No;Si;No;0;No;No;No;No;Si;2019
6;66;Suecia;No;Si;No;No;No;6;3;741,2114752;638,2999248;2;1;10;5;10;10;4;2;3;2;Q4;Si;No;No;No;9;Si;Si;No;No;No;2019
1;61;Suecia;Si;No;No;No;No;4;2;516,4133333;187,7866667;5;4;7;3;9;9;4;2;3;2;Q4;Si;No;No;No;12;No;No;No;No;Si;2019
1;50;Suecia;No;Si;Si;No;No;7;2;7501,181576;6459,699824;3;0;10;4;10;10;3;1;4;4;Q4;Si;No;No;No;5;Si;No;No;Si;No;2019
6;23;Reino Unido;No;No;No;No;Si;7;2;699,545;699,545;1;1;10;3;10;10;4;1;2;2;Q4;No;No;Si;No;7;Si;No;Si;Si;No;2019
1;18;Reino Unido;No;No;No;No;Si;7;2;815,6407857;1318,985714;3;2;7;3;9;8;4;1;4;3;Q4;Si;No;No;No;3;Si;No;No;No;No;2019
6;47;Reino Unido;No;No;No;No;Si;7;4;860,1745407;1391,001959;8;2;9;4;9;9;1;2;4;4;Q4;No;Si;No;No;12;Si;No;No;No;No;2019
1;60;Reino Unido;Si;No;No;No;No;14;5;230,8686429;320,0313572;7;1;8;3;8;8;4;2;3;2;Q4;Si;Si;Si;No;8;Si;No;No;No;No;2019
6;66;Reino Unido;Si;No;No;No;No;21;6;191,1891781;489,6308219;5;5;8;3;8;10;4;7;4;1;Q4;Si;Si;Si;No;7;No;No;Si;No;No;2019
6;74;Reino Unido;No;Si;No;No;No;7;3;466,3781818;816,1618182;4;2;8;4;10;10;4;7;4;2;Q4;Si;No;Si;No;8;Si;No;No;No;No;2019
6;44;Noruega;No;Si;Si;No;No;10;3;376,9031755;1183,126525;10;7;9;3;10;10;4;1;3;2;Q4;Si;No;No;No;5;Si;No;Si;No;No;2019
1;77;Noruega;No;Si;No;No;No;14;1;2059,810151;1773,821249;15;9;9;3;9;9;4;7;3;2;Q4;Si;No;No;No;5;Si;No;No;No;No;2019
1;53;Noruega;Si;No;No;No;No;7;3;890,5969942;766,9444058;3;3;8;3;10;10;3;1;3;2;Q4;Si;No;No;No;4;No;No;No;No;Si;2019
1;53;Noruega;No;No;Si;No;No;7;4;1262,456951;1087,174449;2;2;6;3;8;7;3;4;4;2;Q4;No;No;Si;No;15;Si;No;Si;No;No;2019
1;57;Noruega;No;No;No;No;Si;7;3;2338,27587;2013,62413;3;3;7;3;7;7;3;1;4;5;Q4;No;No;Si;No;2;Si;No;No;No;No;2019
6;24;Noruega;No;Si;No;No;No;7;3;5739,4386;4942,5614;5;1;8;3;8;7;4;1;4;5;Q4;Si;Si;Si;No;10;Si;No;Si;No;No;2019
1;45;Otros;No;Si;Si;No;No;7;1;3654,065219;3146,726181;6;6;9;3;10;10;4;3;4;4;Q4;Si;No;No;No;6;Si;No;Si;No;No;2019
6;42;Otros;No;No;Si;No;No;7;3;996,9232912;858,5081088;2;1;10;5;10;10;4;1;4;2;Q4;No;No;Si;No;8;Si;No;No;No;No;2019
1;55;Noruega;Si;No;No;No;No;7;4;571,7309362;492,3504638;10;9;9;3;10;10;3;1;4;2;Q4;Si;No;No;No;10;Si;No;Si;No;No;2019
1;57;Noruega;No;Si;No;No;No;7;3;996,9232912;858,5081088;3;3;10;5;10;10;4;1;3;2;Q4;Si;No;No;No;10;Si;No;No;No;No;2019
1;51;Francia;No;No;Si;No;No;7;2;567,1179418;905,1508582;5;2;9;3;8;8;1;2;2;4;Q4;Si;No;Si;No;16;Si;No;Si;No;No;2019
1;16;Francia;No;No;No;No;Si;14;4;770,415408;1229,624592;9;2;8;3;10;10;3;2;2;2;Q4;Si;No;No;No;10;Si;No;Si;Si;No;2019
1;44;Suecia;No;Si;No;No;No;14;4;347,400292;938,919708;8;7;9;4;10;10;4;1;4;2;Q4;Si;Si;Si;No;10;Si;Si;Si;Si;No;2019
6;48;Suecia;No;Si;Si;No;No;7;1;1314,468235;1877,811765;10;10;10;3;10;10;3;7;3;4;Q4;Si;No;Si;No;5;Si;Si;No;Si;No;2019
1;67;Suecia;No;Si;Si;No;No;13;4;1873,769274;1613,610726;8;7;8;4;9;10;3;2;2;2;Q4;Si;No;Si;No;8;Si;Si;No;No;No;2019
1;57;Suecia;No;Si;No;No;No;7;2;469,49;469,49;5;5;7;3;10;10;4;1;4;2;Q4;Si;No;No;No;14;Si;Si;No;Si;No;2019
1;49;Suecia;No;No;No;No;Si;7;4;450,0189474;500,0210526;3;1;9;4;8;10;4;1;4;1;Q4;No;No;No;No;6;Si;Si;No;No;No;2019
6;64;Suecia;No;Si;No;No;No;15;5;938,88;1408,32;15;15;10;3;10;10;3;1;4;2;Q4;Si;No;No;No;6;Si;No;No;No;No;2019
