Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Satisfacción;Calificacion;Repetiria;Recomendaria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Canal_visitas_anteriores;Canal_familia;Canal_redes_sociales;Canal_otro;Horas_fuera_alojamiento;A_playa;A_gastronomia;A_ocio;A_senderismo;A_otro_deporte;Año
1;42;España;No;No;No;No;Si;5;4;108,27;191,73;3;3;9;3;10;10;4;4;2;1;Q3;Si;No;No;No;12;No;No;Si;No;No;2019
6;63;España;No;Si;No;No;No;7;2;3198,494439;5664,055961;10;0;8;3;9;9;3;1;2;1;Q3;Si;No;No;No;8;No;No;No;No;Si;2019
6;17;España;No;No;No;No;Si;11;3;1629,662222;1513,257778;3;3;8;3;10;10;3;6;2;2;Q3;Si;Si;Si;No;10;Si;No;Si;Si;No;2019
1;51;Italia;No;Si;Si;No;No;14;4;1500,03;3500,07;2;2;9;3;10;9;3;2;3;3;Q3;Si;Si;Si;No;9;Si;No;No;No;No;2019
6;22;Alemania;No;No;No;No;Si;14;2;971,58824;1494,37176;2;2;10;3;10;10;4;1;2;2;Q3;No;No;Si;No;6;Si;Si;No;No;No;2019
6;25;Alemania;No;Si;No;Si;No;9;5;1377,124008;2118,114592;2;2;9;3;10;9;4;4;2;2;Q3;Si;Si;Si;No;1;Si;Si;No;No;No;2019
1;41;Bélgica;No;No;No;Si;No;10;1;1102;2898;2;0;10;3;10;10;2;2;2;3;Q3;Si;No;No;No;4;Si;No;No;No;No;2019
6;43;Bélgica;No;Si;No;No;No;10;3;700;2900;10;7;10;5;10;10;3;1;2;2;Q3;No;No;Si;No;3;Si;No;No;No;No;2019
6;41;España;No;No;Si;No;No;6;2;349,9776;899,9424;2;0;8;3;7;7;4;1;1;3;Q3;Si;No;No;No;10;Si;No;No;No;No;2019
6;20;Noruega;No;No;No;No;Si;13;2;1538,94;1538,94;15;15;7;3;5;7;3;4;4;4;Q3;Si;No;No;No;4;Si;No;No;No;No;2019
6;52;Noruega;No;No;No;No;Si;7;3;513;564,3;10;10;10;3;10;10;4;1;3;1;Q3;Si;Si;No;No;0;Si;No;No;Si;No;2019
6;53;Noruega;No;Si;No;No;No;7;6;1231,143529;512,9764706;5;5;9;3;10;10;4;1;4;2;Q3;Si;Si;No;No;9;Si;No;No;No;No;2019
1;34;Noruega;No;No;Si;No;No;10;1;153,9056604;2565,09434;6;4;7;4;7;7;4;1;4;5;Q3;Si;No;Si;No;12;Si;No;No;No;No;2019
6;19;España;No;No;No;No;Si;7;2;499,9826087;1799,937391;18;13;10;5;10;10;3;6;3;3;Q3;Si;No;Si;No;10;Si;No;Si;No;No;2019
1;54;España;No;No;No;No;Si;9;2;1033,01865;1829,32175;5;5;8;3;8;8;3;1;3;2;Q3;Si;Si;No;No;10;Si;No;No;No;No;2019
6;26;España;No;Si;No;No;No;10;3;600;1000;2;2;8;3;8;10;4;1;1;2;Q3;Si;Si;No;No;10;Si;Si;No;Si;No;2019
6;24;España;No;Si;No;No;No;8;2;852,5794774;1509,790923;2;1;9;4;9;9;4;1;1;2;Q3;No;No;No;No;4;Si;No;No;No;No;2019
1;37;España;No;Si;Si;No;No;9;1;900,0327273;2400,087273;4;3;9;3;9;9;4;1;2;4;Q3;Si;Si;No;No;2;Si;No;No;No;No;2019
6;40;Reino Unido;No;No;Si;No;No;7;3;904,30312;1341,29688;6;6;9;5;9;9;4;1;3;3;Q3;Si;No;Si;No;2;Si;No;No;No;No;2019
1;61;España;Si;No;No;No;No;7;2;383,4130864;678,9673136;4;4;7;3;7;7;2;7;2;1;Q3;Si;No;No;No;10;Si;No;No;No;No;2019
1;48;España;No;No;Si;No;No;14;5;775,978308;1374,141692;1;0;6;3;8;8;3;1;2;2;Q3;No;No;No;No;3;Si;No;No;No;No;2019
1;55;España;No;Si;No;No;No;7;4;500,0333333;400,0266667;20;14;9;3;8;5;4;1;3;4;Q3;No;No;Si;No;8;Si;No;No;No;No;2019
6;28;España;No;Si;No;Si;No;7;1;449,9929412;2099,967059;2;1;10;5;10;10;4;6;2;2;Q3;Si;Si;Si;No;5;Si;Si;No;No;No;2019
1;70;España;No;Si;No;No;No;12;3;672,1006054;1190,189795;6;6;8;3;10;8;3;7;2;2;Q3;Si;No;No;No;7;Si;No;No;No;No;2019
1;47;España;No;Si;No;No;No;8;2;400;640;1;1;8;3;10;10;2;1;2;2;Q3;Si;Si;Si;No;15;Si;Si;Si;No;No;2019
6;45;Otros;No;No;Si;No;No;14;2;3986,755285;5612,944415;4;4;10;3;10;10;4;2;2;4;Q3;Si;No;No;No;4;Si;No;No;No;No;2019
1;42;Otros;No;Si;No;No;No;14;2;1063,608093;1497,451607;6;2;10;3;10;10;4;1;1;2;Q3;Si;No;No;No;8;Si;No;No;No;No;2019
1;58;Otros;No;Si;No;Si;No;14;2;974,343636;1371,776364;4;4;9;3;8;9;4;1;2;2;Q3;Si;No;No;No;5;Si;No;No;No;No;2019
6;40;Otros;No;No;No;No;Si;14;2;1656,349296;2331,970704;2;1;10;3;9;10;4;1;2;3;Q3;Si;No;Si;No;5;Si;No;No;No;No;2019
1;25;Otros;No;Si;No;No;No;7;2;563,7613194;793,7183806;2;1;6;2;3;4;2;5;1;2;Q3;Si;No;No;No;3;Si;No;No;No;No;2019
6;17;España;No;No;No;No;Si;11;2;246;700;2;1;10;5;9;10;3;6;2;4;Q3;Si;Si;No;No;10;Si;Si;No;No;No;2019
6;53;España;No;Si;No;No;No;9;2;300,0052174;2000,034783;10;3;8;3;8;9;4;1;4;2;Q3;Si;No;No;No;6;Si;No;No;No;No;2019
1;51;España;No;No;No;No;Si;7;2;347,3122594;615,0381406;3;3;10;5;10;10;3;1;3;1;Q3;No;No;Si;No;12;Si;No;Si;No;No;2019
6;19;Reino Unido;No;No;No;Si;No;10;4;134,3906145;199,3332855;6;2;10;3;10;10;4;1;2;2;Q3;Si;No;Si;No;5;Si;No;Si;No;No;2019
6;65;Reino Unido;No;No;No;Si;No;7;3;913,718246;1355,261754;2;2;10;4;10;10;3;7;2;1;Q3;Si;No;No;No;12;No;No;Si;No;No;2019
6;26;Reino Unido;No;No;No;No;Si;7;3;419,1800545;621,7438455;5;1;8;3;9;9;4;1;3;2;Q3;Si;Si;Si;No;4;Si;No;No;No;No;2019
1;34;Reino Unido;No;Si;No;No;No;7;3;904,30312;1341,29688;4;2;9;4;9;9;4;1;2;4;Q3;Si;No;Si;No;6;Si;No;Si;No;No;2019
6;19;Reino Unido;No;Si;No;Si;No;7;4;170,5530745;252,9708255;3;2;10;4;10;10;4;6;2;3;Q3;Si;No;No;No;3;No;Si;No;No;No;2019
6;45;Reino Unido;No;Si;Si;No;No;9;4;799,9448276;939,9351724;2;2;8;4;8;8;1;1;2;4;Q3;Si;No;Si;No;1;Si;No;No;Si;No;2019
6;46;Paises Bajos;No;No;Si;Si;No;10;2;1543,992184;1785,730016;5;2;8;3;8;8;4;1;2;3;Q3;No;No;No;No;8;Si;No;No;No;No;2019
6;42;Paises Bajos;No;No;No;No;Si;15;2;2842,305814;3287,316386;3;3;8;3;8;8;4;1;2;1;Q3;Si;No;No;No;5;No;No;No;No;Si;2019
1;40;Otros;No;No;Si;No;No;7;3;1033,917547;1195,794653;2;2;6;3;0;0;3;1;2;4;Q3;Si;No;No;No;10;Si;No;Si;No;No;2019
6;52;Paises Bajos;No;No;Si;No;No;7;2;1404,82654;1624,77566;2;2;9;5;8;9;4;1;2;3;Q3;Si;No;No;No;2;Si;Si;Si;No;No;2019
6;50;Paises Bajos;No;Si;Si;No;No;9;4;1015,73587;1174,76633;1;1;9;4;9;9;3;1;2;4;Q3;Si;No;Si;No;6;Si;No;No;No;No;2019
1;37;Paises Bajos;No;Si;Si;No;No;12;3;1451,261458;1678,480742;7;2;9;3;9;9;4;1;3;3;Q3;Si;No;No;No;12;Si;No;No;No;No;2019
6;20;Alemania;No;Si;No;No;No;10;2;510,3240084;784,9145916;3;2;10;3;10;10;4;1;4;2;Q3;Si;No;Si;No;2;Si;No;No;No;No;2019
6;16;Paises Bajos;No;No;No;No;Si;7;5;1683,00017;1946,50203;4;2;8;4;10;10;4;1;1;4;Q3;Si;No;No;No;4;No;No;No;No;Si;2019
1;57;Paises Bajos;Si;No;No;No;No;7;3;394,4427881;456,1994119;8;8;8;3;9;8;4;2;2;2;Q3;Si;No;No;No;8;No;No;Si;No;No;2019
1;16;Paises Bajos;No;No;Si;No;No;7;4;917,9415401;1061,66066;2;2;8;4;8;8;3;1;3;2;Q3;Si;No;Si;No;10;Si;No;No;No;No;2019
6;22;Paises Bajos;No;No;No;No;Si;6;4;616,5458141;713,0763859;2;0;8;4;8;9;4;6;2;3;Q3;Si;Si;Si;No;8;Si;No;No;No;No;2019
6;17;Paises Bajos;No;Si;No;No;No;13;2;1265,744362;1463,917838;6;3;8;4;8;7;3;6;1;2;Q3;Si;Si;Si;No;2;Si;No;No;No;No;2019
6;18;Reino Unido;No;Si;No;No;No;7;3;577,4894785;856,5544215;5;1;7;3;8;8;4;1;1;3;Q3;Si;No;No;No;6;No;No;No;No;Si;2019
6;52;Reino Unido;No;Si;Si;No;No;7;4;1353,927295;2008,196606;8;2;10;5;10;10;3;1;4;4;Q3;No;No;Si;No;8;Si;No;Si;No;No;2019
6;37;Francia;Si;No;No;No;No;6;3;168,408;673,632;1;0;8;3;10;5;4;2;2;2;Q3;No;Si;No;No;12;Si;No;No;No;No;2019
6;50;Reino Unido;No;Si;No;No;No;7;2;600,0970565;890,0868435;4;2;9;5;10;10;4;1;2;4;Q3;Si;No;Si;No;3;Si;No;Si;No;No;2019
6;50;Reino Unido;No;No;No;No;Si;10;2;1120,079405;1661,344496;1;1;10;3;10;10;3;1;2;3;Q3;No;No;Si;No;2;Si;No;Si;No;No;2019
1;24;Reino Unido;No;Si;No;Si;No;10;4;667,8875745;990,6363255;3;1;10;4;10;10;4;1;2;2;Q3;No;No;Si;No;2;Si;No;Si;No;No;2019
6;42;Reino Unido;No;Si;Si;No;No;7;1;1582,53046;2347,26954;5;2;10;3;10;10;4;1;4;5;Q3;Si;No;Si;No;5;No;No;No;No;Si;2019
6;37;Reino Unido;No;Si;Si;No;No;7;1;1526,979566;2264,874335;5;3;10;5;10;10;3;2;2;5;Q3;Si;No;Si;No;1;Si;Si;No;No;No;2019
6;51;Reino Unido;No;No;No;No;Si;9;3;1300,835327;1929,448574;7;7;10;3;10;10;4;1;3;4;Q3;Si;No;Si;No;2;No;No;No;No;Si;2019
6;20;Reino Unido;No;No;No;No;Si;12;3;849,6824625;1260,281438;8;8;10;5;10;10;4;6;3;3;Q3;Si;No;Si;No;2;Si;No;No;No;No;2019
1;38;Reino Unido;No;Si;Si;No;No;7;4;1220,724645;1810,625355;7;5;9;3;10;10;4;1;3;5;Q3;Si;No;No;No;2;No;No;No;No;Si;2019
6;39;Alemania;No;No;Si;No;No;10;1;774,6586084;1191,479992;2;2;8;3;8;8;4;4;4;3;Q3;Si;No;No;No;4;Si;No;No;No;No;2019
1;45;Bélgica;Si;No;No;Si;No;7;1;480,0067606;1650,023239;2;2;8;3;8;9;4;3;3;1;Q3;Si;No;Si;No;8;Si;Si;Si;No;No;2019
6;54;Bélgica;No;Si;No;No;No;7;1;1064,144344;2798,448556;3;0;7;2;9;9;3;3;4;3;Q3;Si;No;No;No;0;No;No;No;No;Si;2019
6;42;Bélgica;No;Si;No;No;No;20;1;1290,082428;1840,117572;5;3;8;3;8;8;4;1;4;3;Q3;Si;Si;No;No;2;No;No;No;Si;No;2019
1;54;Bélgica;No;No;Si;No;No;9;3;741,456704;1949,856196;3;0;10;3;9;7;4;1;3;3;Q3;Si;No;No;No;2;Si;No;No;No;No;2019
1;25;Otros;No;Si;No;No;No;5;1;133,009444;349,7834561;2;1;7;4;7;7;4;1;4;4;Q3;No;No;Si;No;10;Si;No;No;No;No;2019
1;40;Bélgica;No;No;Si;No;No;9;6;649,9881818;449,9918182;2;2;10;3;10;10;3;1;2;3;Q3;No;Si;No;No;14;Si;No;No;No;No;2019
1;40;Alemania;No;Si;No;No;No;8;4;195,1240084;300,1145916;10;5;9;3;9;8;4;1;3;6;Q3;No;No;Si;No;5;Si;Si;No;No;No;2019
6;65;Bélgica;No;Si;No;No;No;9;1;826,51653;2173,54347;10;3;10;3;10;10;4;7;3;2;Q3;Si;No;Si;No;5;Si;Si;No;No;No;2019
6;44;Dinamarca;No;No;Si;No;No;7;5;532,430178;813,109822;12;4;10;4;10;10;4;1;3;2;Q3;Si;No;Si;No;10;Si;No;Si;No;No;2019
6;38;Alemania;No;No;Si;No;No;10;3;904,3240084;1390,914592;2;2;8;3;4;4;3;1;3;4;Q3;No;No;Si;No;8;Si;No;No;Si;No;2019
1;50;España;No;Si;Si;No;No;5;1;200,00625;1400,04375;5;1;9;3;9;9;3;1;2;4;Q3;No;No;Si;No;6;Si;Si;No;No;No;2019
6;19;España;No;Si;No;Si;No;5;2;125;1000;2;1;10;3;8;8;4;6;1;4;Q3;Si;Si;Si;No;7;Si;Si;No;No;No;2019
6;42;España;Si;No;No;No;No;2;2;300;250;3;1;10;4;10;10;4;1;2;1;Q3;No;No;No;No;10;No;No;No;No;Si;2019
6;27;España;No;Si;No;No;No;7;2;249;1200;1;0;9;3;9;9;4;1;1;2;Q3;No;Si;Si;No;10;Si;No;No;No;No;2019
6;21;Reino Unido;No;Si;No;No;No;7;4;66,53566453;98,68823547;1;1;10;3;7;10;4;1;2;3;Q3;No;No;No;No;8;Si;No;No;No;No;2019
6;26;Otros;No;Si;No;No;No;2;4;250;600;2;1;7;3;7;7;4;11;1;1;Q3;No;Si;No;No;10;Si;No;No;No;No;2019
6;22;España;No;Si;No;Si;No;7;4;320,0213333;580,0386667;3;1;8;3;7;7;4;6;1;3;Q3;Si;Si;Si;No;8;Si;Si;Si;No;No;2019
6;55;España;No;No;No;No;Si;14;2;721,814436;1278,225564;5;1;8;3;9;10;4;1;2;2;Q3;Si;No;Si;No;12;Si;Si;No;No;No;2019
6;44;Francia;No;Si;Si;No;No;14;2;2499,786567;5395,938533;2;1;8;3;8;8;4;1;4;4;Q3;Si;No;No;No;12;No;No;No;No;Si;2019
1;52;España;No;Si;No;No;No;7;4;319,9921951;499,9878049;3;1;6;3;5;5;2;8;1;2;Q3;Si;No;Si;No;12;Si;No;No;No;No;2019
6;44;Reino Unido;No;Si;No;No;No;10;2;667,8875745;990,6363255;3;3;10;5;10;10;4;1;4;2;Q3;No;Si;No;No;10;Si;No;Si;No;No;2019
6;26;Irlanda;No;Si;No;Si;No;8;2;336,8275862;965,5724138;2;2;10;5;10;10;4;1;2;2;Q3;Si;Si;Si;No;4;Si;No;No;No;No;2019
6;38;España;No;No;No;No;Si;3;4;90,00529412;250,0147059;4;0;8;3;8;8;4;4;1;1;Q3;No;No;Si;No;8;No;No;No;No;Si;2019
6;46;Reino Unido;No;No;Si;No;No;7;4;620,4495145;920,2743855;4;2;8;4;9;9;4;1;3;4;Q3;Si;No;No;No;11;Si;Si;Si;No;No;2019
6;24;Reino Unido;No;Si;No;No;No;8;5;404,2285714;224,5714286;4;0;9;4;7;7;4;2;1;3;Q3;No;Si;Si;No;8;Si;No;No;No;No;2019
6;50;Noruega;No;Si;No;No;No;7;4;730,755018;1115,984982;20;20;8;3;10;10;4;1;4;3;Q3;Si;No;No;No;12;Si;No;No;No;No;2019
6;44;Noruega;No;No;No;No;Si;7;3;4003,868568;6114,576132;10;2;9;5;9;9;3;1;4;4;Q3;Si;No;No;No;3;Si;No;No;No;No;2019
6;53;Noruega;No;No;No;No;Si;14;2;2055,243918;3138,700782;10;10;8;3;8;8;4;1;3;3;Q3;No;No;No;No;3;Si;No;No;No;No;2019
6;40;Noruega;No;No;Si;No;No;14;2;4003,868568;6114,576132;3;3;7;3;4;6;4;4;4;2;Q3;Si;Si;Si;No;3;Si;No;No;No;No;2019
6;44;Otros;No;No;Si;No;No;7;2;959,0282938;1464,596406;2;2;9;3;9;9;4;4;3;2;Q3;Si;Si;Si;No;4;No;No;No;No;Si;2019
1;53;Noruega;No;Si;No;No;No;6;4;665,820648;1016,819352;20;20;8;3;10;10;3;1;4;2;Q3;Si;No;Si;No;7;Si;No;No;No;No;2019
6;49;España;No;Si;No;No;No;6;1;491,6794774;870,6909226;1;0;9;4;9;9;4;1;2;5;Q3;No;No;No;No;7;Si;No;No;No;No;2019
6;42;Noruega;No;No;Si;No;No;7;4;999,6627268;1526,651973;2;2;9;4;9;9;3;1;4;2;Q3;Si;No;Si;No;8;No;No;No;No;Si;2019
6;30;Suecia;No;Si;No;No;No;8;3;458,4915358;700,1931642;5;3;10;3;10;10;2;6;1;1;Q3;Si;No;Si;No;16;Si;Si;Si;No;No;2019
6;50;Suecia;No;No;Si;No;No;7;4;1411,83;941,22;5;5;8;3;8;8;4;1;4;5;Q3;Si;Si;No;No;12;Si;No;No;Si;No;2019
6;46;Suecia;No;Si;No;No;No;7;4;450,5854498;688,1192502;1;0;8;4;9;9;3;4;3;2;Q3;No;No;Si;No;10;No;No;No;No;Si;2019
6;43;Alemania;No;No;Si;No;No;14;2;1772,95272;2726,92728;7;1;8;3;10;10;4;1;2;3;Q3;Si;No;Si;No;6;Si;Si;No;Si;No;2019
1;28;Alemania;No;Si;Si;No;No;6;2;904,3003684;1390,878232;2;2;7;3;8;8;1;5;1;3;Q3;Si;No;No;No;2;No;No;No;No;Si;2019
6;69;Alemania;No;Si;Si;No;No;5;3;352,7240084;542,5145916;5;0;9;3;9;9;3;1;2;2;Q3;Si;Si;Si;No;8;Si;No;No;No;No;2019
1;22;Alemania;No;No;Si;No;No;10;2;1662,852808;2557,585792;4;4;7;3;7;8;4;1;2;4;Q3;Si;No;No;No;3;Si;No;No;No;No;2019
1;38;Alemania;No;Si;No;No;No;10;2;746,7240084;1148,514592;4;1;9;4;10;10;4;1;2;2;Q3;Si;No;Si;No;6;Si;No;No;No;No;2019
6;22;Alemania;No;Si;No;No;No;7;2;1534,645208;2360,393392;3;1;10;5;10;9;4;1;1;4;Q3;No;Si;Si;No;10;Si;Si;No;No;No;2019
6;22;Alemania;No;No;No;No;Si;4;2;746,7240084;1148,514592;2;1;10;3;10;10;4;4;1;4;Q3;No;No;Si;No;2;No;No;No;No;Si;2019
6;30;Alemania;No;Si;No;No;No;10;3;667,9240084;1027,314592;1;1;10;5;10;10;3;1;4;2;Q3;No;Si;No;No;10;Si;No;No;No;No;2019
1;23;Alemania;No;Si;No;No;No;6;2;352,7082484;542,4903516;2;2;9;4;7;9;4;6;1;1;Q3;No;No;Si;No;8;Si;No;No;No;No;2019
1;22;Alemania;No;Si;No;No;No;4;3;392,1240084;603,1145916;4;3;10;3;10;10;3;4;1;2;Q3;Si;No;No;No;12;Si;Si;No;Si;No;2019
1;45;España;No;Si;Si;Si;No;16;4;2273,67;4026,33;15;2;8;3;5;10;3;1;3;2;Q3;Si;No;Si;Si;9;Si;Si;No;No;No;2019
1;30;España;No;Si;No;No;No;5;2;275,1394774;487,2309226;1;1;8;3;10;10;4;1;1;2;Q3;No;No;Si;No;15;Si;Si;No;No;No;2019
1;49;España;No;Si;Si;No;No;7;1;672,1439134;1190,266487;3;1;10;5;10;10;4;1;2;3;Q3;No;No;Si;No;8;Si;No;No;No;No;2019
6;45;España;No;Si;No;No;No;7;2;2223,999477;3938,370923;3;1;8;3;8;8;4;1;2;3;Q3;No;No;Si;No;10;Si;No;No;No;No;2019
1;35;España;No;Si;No;No;No;9;4;379,9897297;359,9902703;3;1;7;3;6;6;4;1;2;2;Q3;No;Si;No;No;10;Si;Si;No;No;No;2019
1;46;España;No;No;Si;Si;No;6;2;749,9886793;574,9913208;3;1;9;3;7;10;4;2;2;3;Q3;Si;No;Si;No;8;Si;Si;No;No;No;2019
6;38;España;No;Si;No;No;No;6;1;577,44;1022,56;3;1;10;5;10;10;4;1;2;2;Q3;Si;Si;Si;No;15;Si;No;No;No;No;2019
6;25;España;No;Si;No;No;No;7;2;349,9951724;1099,984828;1;1;8;3;5;9;4;1;2;2;Q3;No;Si;No;No;6;Si;No;No;No;No;2019
1;35;España;No;No;No;No;Si;7;2;599,99625;999,99375;2;2;10;4;10;10;3;1;2;3;Q3;Si;No;No;No;4;Si;No;No;Si;No;2019
1;46;Italia;Si;No;No;No;No;2;3;300;190;5;5;5;3;5;5;4;1;4;1;Q3;No;No;Si;No;8;No;No;No;No;Si;2019
1;42;Alemania;No;Si;Si;No;No;7;4;1534,755528;2360,563072;2;1;8;3;9;9;3;1;4;4;Q3;Si;No;No;No;6;Si;No;No;No;No;2019
6;42;Alemania;No;Si;Si;No;No;7;3;1258,955528;1936,363072;3;3;8;4;8;8;3;1;3;4;Q3;Si;No;Si;No;3;Si;No;No;Si;No;2019
6;38;España;No;Si;Si;No;No;10;3;384,9735577;1070,926442;3;1;8;4;10;10;4;1;2;3;Q3;No;No;Si;No;6;Si;Si;No;No;No;2019
6;30;España;No;Si;No;No;No;7;2;419,5139134;742,8964866;4;1;8;3;10;10;4;1;2;2;Q3;Si;Si;Si;No;6;Si;No;No;No;No;2019
6;41;España;Si;No;No;No;No;7;4;311,2366954;551,1537046;9;3;9;3;10;10;4;1;2;1;Q3;Si;No;Si;No;14;Si;No;No;No;No;2019
1;42;España;No;Si;No;No;No;9;3;563,8306054;998,4597946;2;2;8;3;9;9;4;1;2;2;Q3;No;No;Si;No;5;Si;No;Si;No;No;2019
1;44;España;No;Si;Si;No;No;6;4;599,9890909;499,9909091;3;1;9;4;9;9;4;1;2;3;Q3;Si;Si;Si;No;10;Si;No;Si;No;No;2019
1;24;España;No;Si;No;No;No;6;6;270;270;2;1;10;5;10;10;4;5;1;3;Q3;Si;Si;Si;No;10;Si;Si;No;No;No;2019
6;21;España;No;Si;No;No;No;7;4;290,0093248;332,0106752;5;1;7;2;9;9;4;6;2;3;Q3;Si;Si;Si;No;12;Si;No;No;No;No;2019
1;42;España;Si;No;No;Si;No;1;2;200;100;4;1;9;4;10;10;4;2;3;3;Q3;No;No;No;No;2;No;No;No;No;Si;2019
6;21;España;No;No;No;No;Si;7;4;80,01411765;90,01588235;2;2;10;5;10;10;4;6;2;2;Q3;No;Si;No;No;17;Si;No;Si;No;No;2019
1;63;España;No;Si;No;No;No;12;6;280,0254546;600,0545455;7;2;9;3;9;9;4;1;4;2;Q3;Si;No;Si;No;9;No;No;No;No;Si;2019
1;69;Dinamarca;No;No;No;No;Si;8;2;505,799568;772,440432;3;3;10;5;10;10;4;7;2;2;Q3;Si;No;No;No;5;No;No;No;No;Si;2019
6;19;Dinamarca;No;No;No;No;Si;14;3;1345,63384;1808,84616;3;0;8;3;10;10;3;1;2;22;Q3;Si;No;No;No;4;Si;No;No;No;No;2019
6;47;Dinamarca;No;Si;Si;No;No;12;2;2018,468571;2691,291429;2;1;10;3;10;10;4;1;4;4;Q3;Si;No;No;No;4;Si;Si;No;No;No;2019
6;50;Reino Unido;No;Si;No;No;No;7;4;144,694137;214,615863;1;1;10;4;10;10;3;1;1;2;Q3;Si;No;Si;No;5;Si;No;Si;No;No;2019
1;33;Reino Unido;No;Si;Si;No;No;7;4;617,4494118;336,7905882;4;4;9;3;10;10;1;1;2;3;Q3;Si;No;Si;No;4;Si;No;No;No;No;2019
6;32;Reino Unido;No;Si;No;No;No;7;4;260,9833865;387,1005135;4;1;10;4;10;10;4;1;3;3;Q3;Si;No;No;No;6;Si;No;Si;No;No;2019
1;26;España;No;Si;No;No;No;7;2;275,1611314;487,2692686;2;2;6;3;2;5;4;1;4;2;Q3;No;No;Si;No;10;Si;No;No;No;No;2019
1;35;Reino Unido;Si;No;No;No;No;4;2;258,5832945;383,5406055;2;2;10;5;8;8;4;1;2;1;Q3;Si;No;No;No;3;No;No;No;No;Si;2019
6;46;Reino Unido;No;No;Si;No;No;7;3;441,8440105;655,3598895;4;1;10;4;10;10;1;1;1;2;Q3;No;No;Si;No;1;No;No;No;No;Si;2019
1;35;Reino Unido;No;Si;No;No;No;11;4;224,5571429;404,2028571;11;5;10;5;10;10;4;1;2;2;Q3;Si;No;Si;Si;6;No;No;No;No;Si;2019
6;48;Reino Unido;No;Si;Si;No;No;7;2;678,22734;1005,97266;10;3;10;3;10;10;4;1;2;4;Q3;Si;No;No;No;7;No;No;No;No;Si;2019
1;18;Otros;Si;No;No;No;No;10;6;500;2000;5;5;8;4;10;10;4;6;1;1;Q3;Si;Si;No;No;9;Si;No;Si;No;No;2019
1;30;Otros;No;No;No;No;Si;10;4;830,6;1169,4;5;0;10;5;10;10;4;1;2;5;Q3;Si;No;No;No;14;Si;No;No;No;No;2019
1;57;Otros;No;Si;No;Si;No;8;5;4047,372473;5698,287227;2;2;10;5;10;10;4;2;3;3;Q3;Si;No;Si;No;6;Si;No;No;No;No;2019
6;21;Paises Bajos;No;Si;No;No;No;6;4;315,1779101;364,5242899;2;2;7;3;5;6;3;1;2;2;Q3;Si;No;Si;No;6;Si;No;No;No;No;2019
1;49;Paises Bajos;No;Si;Si;Si;No;9;4;300;600;7;5;8;3;9;9;4;1;4;4;Q3;Si;No;Si;No;7;No;No;No;No;Si;2019
6;41;Alemania;No;Si;Si;No;No;10;2;1662,852808;2557,585792;2;1;9;5;10;10;3;1;4;4;Q3;Si;No;No;No;22;No;No;No;No;Si;2019
1;42;Alemania;No;No;Si;No;No;9;4;1377,088548;2118,060052;4;1;7;3;8;8;3;1;3;3;Q3;Si;No;No;No;2;Si;No;No;No;No;2019
1;18;Alemania;No;Si;No;No;No;11;2;100,0057143;950,0542857;2;2;9;4;10;10;4;1;1;2;Q3;Si;Si;No;No;2;Si;No;No;No;No;2019
6;39;Bélgica;No;No;Si;No;No;11;2;1064,210464;2798,622436;1;0;10;4;10;10;4;2;4;4;Q3;Si;No;Si;No;2;No;No;No;No;Si;2019
6;17;Alemania;No;No;No;No;Si;12;3;1475,655528;2269,663072;4;1;9;3;10;10;4;2;3;4;Q3;No;No;Si;No;1;Si;No;No;No;No;2019
6;33;Alemania;No;Si;No;No;No;10;1;1093,444008;1681,794592;6;2;8;3;10;10;4;3;4;2;Q3;Si;No;No;No;8;Si;No;No;No;No;2019
1;43;Alemania;No;No;Si;No;No;14;4;856,9494484;1318,049152;4;3;8;3;10;10;4;1;3;4;Q3;Si;No;Si;No;2;Si;No;No;No;No;2019
6;48;Alemania;No;Si;No;No;No;10;2;746,7240084;1148,514592;4;1;8;3;10;10;4;1;2;2;Q3;Si;Si;Si;No;5;Si;Si;No;No;No;2019
6;40;Alemania;No;Si;Si;Si;No;12;2;1613,524008;2481,714592;4;1;10;3;10;10;3;2;2;4;Q3;Si;No;No;No;8;Si;No;No;No;No;2019
1;42;Reino Unido;No;Si;No;No;No;7;3;904,30312;1341,29688;5;1;6;2;5;5;1;1;3;5;Q3;No;Si;Si;No;4;Si;No;No;No;No;2019
1;17;Reino Unido;No;No;No;No;Si;10;4;449,0823529;505,2176471;9;9;10;3;10;10;4;1;2;2;Q3;Si;No;No;No;7;No;No;Si;No;No;2019
6;18;Reino Unido;No;No;Si;No;No;7;3;1300,931975;1929,591926;2;1;7;3;5;6;1;1;1;5;Q3;No;Si;Si;No;9;Si;No;Si;No;No;2019
6;38;Reino Unido;No;Si;Si;No;No;14;4;904,30312;1341,29688;2;2;9;4;10;10;4;1;4;4;Q3;Si;No;No;No;11;Si;No;Si;No;No;2019
6;47;Reino Unido;No;No;No;No;Si;11;4;1119,942487;1661,141414;3;3;9;5;9;9;4;10;2;4;Q3;Si;No;Si;No;8;Si;No;No;No;No;2019
