Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Gastos;Horas_fuera_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Calificacion;Repetiria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Año
6;40;España;No;No;Si;No;No;7;2;1.233;2.630;138;6;4;1;3;9;4;1;2;3;Q4;2022
1;40;Reino Unido;Si;No;No;No;No;7;2;251;686;151;1;2;2;3;8;4;1;3;1;Q4;2022
1;70;Reino Unido;No;Si;No;No;No;14;2;986;2.698;93;3;2;2;3;10;4;7;4;2;Q4;2022
1;29;Reino Unido;No;No;Si;No;No;7;1;496;1.357;293;0;10;2;3;6;1;1;4;3;Q4;2022
6;61;Reino Unido;No;No;No;No;Si;7;2;465;1.273;1.240;3;10;3;4;10;3;7;1;1;Q4;2022
6;59;Reino Unido;No;Si;No;No;No;7;4;465;1.273;294;5;8;4;3;8;4;7;4;2;Q4;2022
1;52;Reino Unido;No;Si;No;No;No;7;2;527;1.440;193;1;9;5;3;10;1;1;2;2;Q4;2022
6;40;Reino Unido;No;Si;No;No;No;7;4;312;854;1.814;10;2;2;3;10;4;2;4;5;Q4;2022
6;64;Reino Unido;No;Si;No;No;No;7;2;375;1.027;93;0;3;2;3;8;4;7;1;2;Q4;2022
6;45;Reino Unido;No;No;No;No;Si;7;1;588;1.608;1.064;1;6;2;4;7;4;2;3;3;Q4;2022
1;62;Reino Unido;No;Si;No;No;No;10;2;710;1.943;293;5;10;8;3;10;4;1;4;2;Q4;2022
6;65;Reino Unido;No;Si;No;No;No;7;4;373;1.021;393;15;4;4;5;10;3;7;4;6;Q4;2022
1;26;Reino Unido;No;Si;No;No;No;4;3;79;217;323;6;3;1;4;10;4;1;3;2;Q4;2022
6;34;España;No;Si;No;No;No;7;4;180;383;838;5;2;1;3;7;4;3;2;2;Q4;2022
6;46;Reino Unido;No;Si;No;No;No;7;2;552;1.509;1.000;12;4;4;3;10;4;1;3;1;Q4;2022
1;52;Reino Unido;Si;No;No;No;No;7;2;404;1.105;667;8;3;0;5;10;3;1;2;1;Q4;2022
6;58;Reino Unido;No;Si;No;No;No;11;4;337;922;510;8;10;6;4;10;4;1;2;4;Q4;2022
6;50;Reino Unido;No;Si;No;No;No;7;2;398;1.090;600;6;3;1;5;10;1;1;1;3;Q4;2022
6;47;Reino Unido;No;No;No;Si;No;7;4;133;364;743;6;5;5;5;10;4;1;2;3;Q4;2022
1;46;Reino Unido;No;Si;No;No;No;7;2;582;1.593;20;2;2;1;4;10;3;2;4;4;Q4;2022
6;27;Reino Unido;No;Si;No;No;No;7;3;404;1.105;994;7;5;1;3;10;4;1;4;2;Q4;2022
6;81;Noruega;No;No;No;Si;No;7;3;597;796;484;10;10;10;3;10;4;7;3;1;Q4;2022
6;63;Noruega;Si;No;No;No;No;7;4;513;683;906;12;20;20;3;10;4;1;3;1;Q4;2022
1;52;Noruega;No;No;Si;No;No;7;2;2.746;3.660;0;3;15;15;3;4;4;1;4;5;Q4;2022
1;43;Reino Unido;No;No;No;No;Si;7;2;281;770;193;1;2;1;3;7;4;1;4;3;Q4;2022
6;44;Alemania;No;No;Si;No;No;12;2;1.851;3.649;400;8;2;2;3;10;4;3;3;2;Q4;2022
6;65;Suiza;No;Si;No;No;No;7;2;1.314;1.751;184;1;5;2;4;6;4;7;4;2;Q4;2022
1;24;Otros;No;No;No;Si;No;7;3;636;849;200;5;4;4;5;5;4;5;1;2;Q4;2022
6;62;Suiza;No;Si;No;No;No;7;2;717;956;484;2;6;6;3;10;4;1;2;2;Q4;2022
6;50;Suiza;No;Si;No;No;No;7;4;478;638;884;2;2;1;3;9;3;1;2;3;Q4;2022
1;60;Reino Unido;No;Si;No;No;No;7;2;422;1.154;593;7;21;16;3;10;4;7;2;2;Q4;2022
6;48;Suiza;No;Si;No;No;No;7;2;836;1.115;238;1;1;1;3;7;4;3;4;4;Q4;2022
1;59;Suiza;No;Si;No;No;No;7;2;776;1.035;483;2;9;8;3;10;3;4;3;2;Q4;2022
6;42;Noruega;No;No;Si;No;No;7;2;1.521;2.027;390;1;10;8;3;10;3;1;2;3;Q4;2022
1;44;Noruega;No;No;Si;No;No;7;2;2.245;2.992;419;1;10;8;4;9;4;1;4;3;Q4;2022
1;59;Noruega;No;Si;No;No;No;7;3;977;1.303;569;4;4;4;3;10;4;1;4;2;Q4;2022
1;41;Noruega;Si;No;No;No;No;7;3;697;929;19;7;1;1;4;10;3;1;3;1;Q4;2022
1;48;Noruega;No;No;Si;No;No;7;2;2.498;3.330;1.277;4;3;1;3;10;3;2;3;4;Q4;2022
1;48;Noruega;No;No;Si;No;No;7;1;3.633;4.843;600;2;2;2;5;10;4;1;4;4;Q4;2022
6;42;Noruega;No;No;Si;No;No;7;1;3.210;4.280;1.000;2;2;2;3;8;4;1;4;4;Q4;2022
6;51;Noruega;No;No;No;Si;No;7;1;1.189;1.585;654;2;7;5;3;10;4;1;4;2;Q4;2022
1;71;Noruega;No;No;No;Si;No;7;2;1.020;1.359;184;8;20;20;1;10;2;7;2;2;Q4;2022
6;47;Noruega;No;No;Si;No;No;7;4;1.943;2.590;382;5;3;3;4;10;3;3;4;3;Q4;2022
6;60;Finlandia;No;Si;No;No;No;7;5;1.421;1.895;754;5;10;10;3;10;3;1;4;2;Q4;2022
1;58;Finlandia;No;Si;No;No;No;7;4;821;1.095;1.704;15;4;3;4;10;3;3;4;4;Q4;2022
6;60;Finlandia;No;No;Si;No;No;7;2;1.979;2.638;2.349;2;10;6;3;10;4;1;4;2;Q4;2022
6;59;Finlandia;Si;No;No;No;No;14;4;736;981;334;5;8;6;3;7;4;1;3;2;Q4;2022
1;59;Reino Unido;No;Si;No;No;No;7;4;266;728;782;3;7;2;4;5;4;1;4;3;Q4;2022
6;70;Noruega;No;Si;No;No;No;14;2;1.605;2.140;2.313;7;12;6;3;10;4;7;3;2;Q4;2022
6;61;Dinamarca;No;No;No;Si;No;14;4;962;1.282;1.484;6;2;1;3;1;4;1;3;1;Q4;2022
1;52;España;No;No;No;No;Si;4;2;160;340;1.130;15;5;1;3;10;3;3;2;4;Q4;2022
1;63;Italia;No;Si;No;No;No;7;3;767;1.333;300;8;3;3;3;9;4;1;2;2;Q4;2022
6;35;Otros;No;No;No;Si;No;7;2;442;1.220;737;10;1;0;3;9;4;2;2;3;Q4;2022
1;62;Otros;No;Si;No;No;No;14;3;302;833;707;4;4;2;3;10;4;1;1;1;Q4;2022
1;47;Otros;No;No;No;Si;No;7;2;835;2.304;867;3;2;1;5;10;4;2;4;4;Q4;2022
6;58;Otros;No;Si;No;No;No;7;2;442;1.220;1.147;12;7;6;3;10;4;2;3;2;Q4;2022
6;26;Otros;No;Si;No;No;No;7;3;442;1.220;307;8;1;1;4;10;4;2;1;2;Q4;2022
6;43;Otros;No;Si;No;No;No;6;3;320;883;1.099;10;4;1;3;8;3;3;1;2;Q4;2022
6;26;Otros;No;Si;No;No;No;7;2;498;1.375;444;13;1;0;3;10;4;2;2;4;Q4;2022
1;61;Otros;No;Si;No;No;No;7;1;617;1.703;266;6;3;2;3;10;3;3;4;2;Q4;2022
6;48;Suecia;No;No;Si;No;No;9;3;1.321;2.120;641;8;3;3;3;5;3;1;3;3;Q4;2022
6;59;Suecia;No;No;Si;No;No;10;2;1.195;1.918;950;7;10;10;5;10;4;7;4;2;Q4;2022
6;22;Suecia;No;Si;No;No;No;6;2;962;1.545;590;4;2;2;4;8;4;1;3;3;Q4;2022
1;48;Suecia;No;No;Si;No;No;7;2;1.122;1.801;703;4;2;1;4;9;4;1;4;1;Q4;2022
6;60;Suecia;No;Si;No;No;No;6;1;1.673;2.685;1.293;6;3;1;3;6;4;1;4;3;Q4;2022
6;55;Irlanda;No;No;No;No;Si;7;1;571;1.215;914;5;5;3;5;10;3;7;2;3;Q4;2022
6;69;España;No;Si;No;No;No;7;1;754;1.608;738;8;1;0;3;10;4;7;3;4;Q4;2022
6;67;Suiza;No;Si;No;No;No;7;2;717;956;366;3;5;5;3;10;1;7;3;2;Q4;2022
6;39;Dinamarca;No;No;Si;No;No;7;3;1.222;1.629;1.128;5;3;2;4;8;4;1;4;5;Q4;2022
6;53;Dinamarca;No;Si;No;No;No;7;2;846;1.128;184;1;1;1;3;10;4;1;4;2;Q4;2022
1;77;Dinamarca;No;No;No;Si;No;14;4;707;943;874;6;15;15;3;10;4;7;3;1;Q4;2022
1;65;Dinamarca;No;Si;No;No;No;7;4;615;820;993;8;2;2;3;8;4;1;4;2;Q4;2022
6;64;Suiza;No;Si;No;No;No;7;1;796;1.062;184;1;12;12;3;10;4;7;4;2;Q4;2022
6;66;Suiza;No;Si;No;No;No;14;2;717;956;366;11;10;9;3;5;3;7;2;2;Q4;2022
1;26;Dinamarca;No;Si;No;No;No;7;2;2.580;3.439;184;3;2;1;3;8;4;1;1;2;Q4;2022
6;44;Dinamarca;No;No;Si;No;No;7;2;1.164;1.552;318;6;2;2;3;10;4;1;3;1;Q4;2022
1;59;Suiza;No;Si;No;No;No;7;2;597;795;130;4;5;3;4;8;4;1;3;2;Q4;2022
6;55;Dinamarca;Si;No;No;No;No;7;4;480;639;1.050;4;8;8;3;10;4;1;3;3;Q4;2022
6;57;Dinamarca;No;Si;No;No;No;7;3;846;1.128;588;3;10;10;3;10;2;7;1;2;Q4;2022
1;42;Dinamarca;No;Si;No;No;No;14;3;1.366;1.821;858;6;5;5;4;10;4;4;4;2;Q4;2022
6;46;Suiza;No;Si;No;No;No;7;3;995;1.327;357;5;14;9;5;10;3;3;2;3;Q4;2022
6;25;Dinamarca;No;Si;No;No;No;7;3;1.019;1.359;452;2;2;2;5;10;4;1;3;2;Q4;2022
1;63;Dinamarca;No;Si;No;No;No;7;4;962;1.282;1.684;7;20;20;4;10;4;1;4;2;Q4;2022
6;27;España;No;No;No;No;Si;5;1;6.384;13.616;130;4;3;2;3;7;4;3;2;4;Q4;2022
1;75;Alemania;No;Si;No;No;No;8;1;942;1.858;190;8;7;3;4;10;4;7;3;2;Q4;2022
1;69;Otros;No;Si;No;No;No;14;2;1.001;2.762;237;4;6;0;3;8;3;11;4;2;Q4;2022
6;57;Reino Unido;No;No;No;No;Si;10;3;527;1.440;552;3;10;8;4;10;4;1;2;2;Q4;2022
6;35;Bélgica;No;Si;No;No;No;7;2;1.004;1.800;496;8;15;0;4;10;3;1;3;4;Q4;2022
1;68;Bélgica;No;Si;No;No;No;14;2;1.183;2.121;636;14;6;3;3;7;4;7;3;2;Q4;2022
1;69;Bélgica;No;No;No;No;Si;10;2;1.004;1.800;320;4;6;1;3;8;3;7;2;3;Q4;2022
6;34;Paises Bajos;No;Si;No;No;No;7;2;1.687;2.672;471;0;1;1;5;9;3;1;2;3;Q4;2022
6;57;Bélgica;No;No;No;No;Si;9;1;718;1.286;496;3;20;20;3;10;4;4;3;1;Q4;2022
6;61;Suiza;No;No;Si;No;No;7;2;915;1.220;9;10;3;1;5;10;4;2;4;2;Q4;2022
6;51;Suiza;No;Si;No;No;No;7;4;399;531;548;5;5;3;4;10;4;1;3;2;Q4;2022
6;42;Suiza;No;No;Si;No;No;7;4;557;742;729;15;5;1;3;10;4;1;4;7;Q4;2022
6;58;Suiza;No;Si;No;No;No;7;2;716;955;137;8;12;7;4;10;3;1;2;2;Q4;2022
1;29;Suiza;No;No;Si;No;No;7;2;1.433;1.910;275;4;1;1;4;10;1;1;4;5;Q4;2022
6;61;Paises Bajos;Si;No;No;No;No;14;2;913;1.446;141;9;5;5;3;9;3;1;2;2;Q4;2022
6;48;Italia;No;Si;No;No;No;14;1;1.494;2.366;641;5;7;5;3;9;4;1;4;2;Q4;2022
1;32;Paises Bajos;Si;No;No;No;No;12;2;913;1.446;541;2;4;4;3;8;3;3;2;1;Q4;2022
1;62;Paises Bajos;Si;No;No;No;No;7;2;580;918;861;5;14;7;4;5;3;1;2;1;Q4;2022
6;72;Paises Bajos;No;No;No;No;Si;21;3;526;833;1.555;15;25;15;3;10;3;7;3;1;Q4;2022
6;44;Otros;No;No;Si;No;No;7;4;571;1.215;714;8;6;2;5;10;4;1;3;4;Q4;2022
6;33;Otros;No;Si;No;No;No;7;4;886;1.181;1.684;6;3;3;4;9;3;1;2;3;Q4;2022
1;55;Otros;No;No;Si;No;No;7;4;1.764;2.352;1.184;6;4;4;3;10;3;1;4;3;Q4;2022
1;27;Finlandia;No;No;No;Si;No;7;2;643;857;400;7;2;2;4;8;4;2;3;2;Q4;2022
6;41;Finlandia;Si;No;No;No;No;7;4;436;581;1.184;3;3;3;3;10;4;1;2;1;Q4;2022
1;63;Finlandia;No;Si;No;No;No;7;2;1.286;1.714;700;8;2;2;3;8;3;2;4;2;Q4;2022
6;60;Finlandia;No;No;Si;No;No;7;4;864;1.152;684;4;6;6;3;9;4;1;3;3;Q4;2022
6;19;Finlandia;No;No;No;Si;No;7;2;1.336;1.781;484;3;3;1;3;7;3;1;2;3;Q4;2022
6;70;Finlandia;No;Si;No;No;No;7;2;1.207;1.609;184;1;5;3;4;7;3;6;2;1;Q4;2022
6;68;Finlandia;No;Si;No;No;No;7;2;479;638;384;6;6;1;3;9;3;7;2;2;Q4;2022
6;82;Finlandia;No;Si;No;No;No;7;5;414;552;634;10;6;2;3;8;3;1;2;1;Q4;2022
1;55;Finlandia;No;Si;No;No;No;7;3;371;495;689;13;8;4;3;8;4;1;3;2;Q4;2022
6;39;Finlandia;No;No;No;Si;No;7;3;821;1.095;564;3;2;2;3;8;4;1;3;1;Q4;2022
6;19;Finlandia;No;Si;No;No;No;6;2;779;1.038;784;3;3;3;4;1;2;6;1;1;Q4;2022
6;43;Noruega;No;No;Si;No;No;7;2;2.456;3.274;1.147;2;20;20;3;10;4;1;4;4;Q4;2022
6;28;Reino Unido;No;Si;No;No;No;7;2;450;1.231;93;0;3;1;4;5;4;1;2;2;Q4;2022
6;35;Otros;No;Si;No;No;No;12;3;496;1.368;1.437;6;1;1;3;10;4;1;2;2;Q4;2022
6;60;Otros;Si;No;No;No;No;14;2;629;1.735;1.064;1;18;2;3;8;4;1;2;1;Q4;2022
1;30;España;No;Si;No;No;No;5;2;351;749;100;4;4;1;4;10;4;1;3;2;Q4;2022
6;51;Alemania;No;No;No;Si;No;11;4;521;1.026;215;6;1;1;3;7;2;1;4;1;Q4;2022
6;41;Alemania;No;No;Si;No;No;10;2;1.010;1.990;320;6;2;2;3;7;4;2;3;2;Q4;2022
1;64;Alemania;No;Si;No;No;No;14;2;1.126;2.220;803;8;4;4;3;10;4;7;2;4;Q4;2022
6;28;Alemania;No;Si;No;No;No;11;2;790;1.557;353;1;4;3;3;9;4;1;3;2;Q4;2022
1;57;Alemania;No;No;Si;No;No;12;2;958;1.888;283;6;14;5;3;10;4;1;4;2;Q4;2022
1;36;Alemania;No;Si;No;No;No;7;2;823;1.623;154;0;2;2;3;9;4;2;4;2;Q4;2022
1;42;Alemania;No;No;No;Si;No;9;3;387;763;500;14;11;5;3;9;2;1;4;3;Q4;2022
6;27;Alemania;No;Si;No;No;No;30;1;12.066;23.781;154;0;4;4;5;10;4;7;2;1;Q4;2022
6;29;Otros;No;No;No;Si;No;7;5;373;1.021;93;2;2;1;3;8;4;1;3;1;Q4;2022
6;40;Alemania;No;Si;No;No;No;7;2;776;1.530;404;6;2;1;5;10;4;1;2;2;Q4;2022
1;55;Alemania;No;Si;No;No;No;13;1;1.178;2.322;700;10;9;1;5;10;4;7;3;2;Q4;2022
6;31;Alemania;No;No;Si;No;No;14;2;1.126;2.220;654;8;25;2;4;10;4;1;3;2;Q4;2022
6;58;Alemania;No;Si;No;No;No;14;4;857;1.689;1.053;10;20;17;3;10;3;1;1;4;Q4;2022
6;16;Alemania;No;No;No;No;Si;12;2;891;1.756;914;8;4;1;3;9;4;1;2;2;Q4;2022
6;48;España;No;Si;No;No;No;15;4;492;1.050;1.887;10;4;4;3;8;3;2;4;2;Q4;2022
1;52;Suiza;No;Si;No;No;No;7;2;796;1.062;275;2;5;4;3;8;4;1;4;3;Q4;2022
1;46;Suiza;No;No;Si;No;No;7;4;1.115;1.486;557;2;2;2;3;8;4;1;2;4;Q4;2022
1;68;Suiza;No;Si;No;No;No;7;4;717;956;275;1;6;6;3;10;3;7;2;2;Q4;2022
6;50;Suiza;No;No;Si;No;No;7;2;1.150;1.534;1.684;1;9;4;4;10;4;4;4;2;Q4;2022
6;72;Suiza;No;Si;No;No;No;7;2;1.711;2.281;184;0;5;5;3;10;4;7;2;2;Q4;2022
1;56;Suiza;No;Si;No;No;No;7;2;824;1.099;199;0;3;3;4;10;4;1;3;2;Q4;2022
6;39;Suiza;No;Si;No;No;No;7;4;577;769;346;12;3;1;3;10;4;1;2;3;Q4;2022
6;51;Dinamarca;No;No;Si;No;No;7;1;2.507;3.342;1.109;3;7;7;3;10;3;1;4;3;Q4;2022
6;67;Suiza;No;Si;No;No;No;7;1;1.314;1.751;366;10;5;5;4;10;4;7;4;2;Q4;2022
1;42;Alemania;No;Si;No;No;No;12;4;857;1.143;680;2;5;2;5;10;4;2;4;2;Q4;2022
1;67;Noruega;No;Si;No;No;No;7;4;935;1.247;1.184;8;4;4;3;10;4;1;3;2;Q4;2022
6;57;Noruega;No;No;Si;No;No;7;4;1.859;2.478;1.310;8;14;13;3;5;4;1;4;4;Q4;2022
1;66;Noruega;No;Si;No;No;No;7;3;1.732;2.309;800;8;8;5;3;8;4;1;3;4;Q4;2022
6;53;Noruega;No;Si;No;No;No;6;2;1.183;1.577;350;8;3;1;3;8;4;1;3;2;Q4;2022
1;54;Noruega;No;No;Si;No;No;7;3;1.822;2.429;1.114;3;6;6;3;10;2;4;3;3;Q4;2022
6;66;Noruega;No;Si;No;No;No;7;2;1.611;2.148;184;8;12;12;3;10;3;7;3;1;Q4;2022
6;43;Noruega;No;No;Si;No;No;7;1;3.300;4.400;4.183;2;5;3;3;9;4;1;3;2;Q4;2022
6;51;Noruega;No;No;Si;No;No;7;2;1.703;2.271;599;10;3;3;4;10;4;1;3;3;Q4;2022
6;17;Noruega;No;No;No;Si;No;7;4;2.112;2.816;750;8;3;3;3;10;3;1;4;4;Q4;2022
6;38;Noruega;Si;No;No;No;No;7;2;639;852;473;3;5;5;3;8;4;1;4;4;Q4;2022
1;38;Alemania;No;No;Si;No;No;7;2;857;1.689;754;10;3;1;3;5;3;1;3;4;Q4;2022
6;26;Alemania;No;Si;No;No;No;14;2;1.295;2.552;198;7;5;1;3;10;3;1;4;2;Q4;2022
1;49;Bélgica;No;No;Si;No;No;7;2;2.378;3.306;1.513;2;1;1;3;10;4;1;3;4;Q4;2022
1;61;Noruega;No;No;No;Si;No;7;3;1.650;2.200;900;12;2;2;3;8;4;1;4;2;Q4;2022
6;25;Noruega;No;No;No;No;Si;7;4;1.650;2.200;500;2;2;2;5;10;4;1;4;4;Q4;2022
6;47;Noruega;No;No;Si;No;No;6;4;1.714;2.286;1.300;10;5;5;3;10;4;1;3;4;Q4;2022
1;49;Noruega;No;No;No;Si;No;7;4;578;770;1.264;2;15;15;3;9;3;1;4;1;Q4;2022
1;75;Noruega;No;Si;No;No;No;7;4;746;995;584;14;1;0;3;7;4;1;3;2;Q4;2022
6;60;Noruega;No;Si;No;No;No;7;4;664;885;534;7;3;3;4;8;4;1;4;2;Q4;2022
1;60;Noruega;Si;No;No;No;No;7;3;334;445;961;15;18;15;3;10;4;1;4;1;Q4;2022
6;17;Suiza;No;Si;No;No;No;7;2;1.096;1.462;184;2;9;8;3;10;3;1;4;3;Q4;2022
6;44;Suiza;No;No;Si;No;No;7;2;2.663;3.551;644;2;1;1;3;8;4;4;4;4;Q4;2022
1;55;Suiza;No;No;Si;No;No;7;1;2.037;2.715;2.090;12;14;12;3;10;4;1;4;3;Q4;2022
6;56;Suiza;No;No;Si;No;No;7;2;3.134;4.178;921;10;3;3;3;8;4;4;4;5;Q4;2022
6;53;Suiza;No;No;Si;No;No;7;4;1.566;2.088;368;4;5;3;3;10;3;1;2;2;Q4;2022
6;57;Suiza;No;Si;No;No;No;7;4;1.018;1.357;1.105;7;3;3;4;10;4;1;2;2;Q4;2022
1;63;Suiza;No;Si;No;No;No;7;1;2.493;3.323;684;3;5;4;3;10;3;4;4;2;Q4;2022
6;17;Suiza;No;No;No;No;Si;6;2;1.959;2.611;461;1;3;3;3;8;4;2;3;4;Q4;2022
6;41;Suiza;No;No;Si;No;No;7;4;1.714;2.286;3.000;10;10;10;3;10;4;1;4;4;Q4;2022
1;44;Suiza;No;No;Si;No;No;7;4;1.880;2.506;368;2;10;6;3;10;4;1;4;4;Q4;2022
6;58;Suiza;Si;No;No;No;No;6;3;391;522;344;10;2;2;3;10;4;1;2;1;Q4;2022
1;49;Noruega;No;No;Si;No;No;7;2;2.585;3.447;300;4;9;9;3;8;4;1;4;4;Q4;2022
6;57;Suiza;No;No;Si;No;No;7;2;861;1.148;184;8;6;2;3;7;4;1;4;2;Q4;2022
6;45;Suiza;No;No;Si;No;No;7;1;1.763;2.350;553;5;9;4;3;10;4;1;3;3;Q4;2022
6;47;Suiza;No;No;Si;No;No;7;4;1.057;1.410;684;15;4;3;4;7;4;1;3;4;Q4;2022
6;50;Suiza;No;No;Si;No;No;14;2;1.488;1.984;1.289;4;4;4;4;10;4;4;4;5;Q4;2022
6;48;Suiza;No;No;Si;No;No;7;3;3.603;4.804;350;3;9;2;4;10;3;1;4;5;Q4;2022
1;63;Suiza;No;No;Si;No;No;7;2;1.175;1.567;0;6;10;8;4;10;4;4;4;3;Q4;2022
1;61;Suiza;No;Si;No;No;No;14;4;1.488;1.984;1.473;6;19;19;3;10;3;1;3;2;Q4;2022
6;69;Noruega;No;Si;No;No;No;16;3;1.031;1.375;1.069;10;3;3;4;9;3;7;2;2;Q4;2022
6;50;Reino Unido;No;Si;No;No;No;7;5;236;645;485;6;7;1;3;8;1;1;2;2;Q4;2022
1;54;Reino Unido;No;Si;No;No;No;10;4;369;1.010;0;8;6;1;3;10;3;1;2;1;Q4;2022
6;27;Reino Unido;No;No;No;No;Si;3;2;144;394;293;4;2;2;3;7;4;5;4;3;Q4;2022
1;49;Otros;No;No;Si;No;No;7;4;190;520;1.709;5;5;1;5;10;4;1;2;4;Q4;2022
6;62;Otros;No;Si;No;No;No;9;3;273;754;237;2;6;4;3;10;4;7;2;2;Q4;2022
1;34;Italia;No;No;No;No;Si;8;2;1.042;1.810;148;8;3;1;4;10;2;1;4;5;Q4;2022
1;41;Alemania;No;Si;No;No;No;7;2;571;1.126;703;3;5;2;5;10;2;1;2;3;Q4;2022
6;67;Alemania;No;Si;No;No;No;14;2;1.160;2.286;1.753;4;4;4;4;10;4;7;4;2;Q4;2022
1;37;Alemania;Si;No;No;No;No;7;4;487;960;829;8;2;2;4;9;4;2;3;1;Q4;2022
1;32;Alemania;No;No;Si;No;No;8;2;689;1.358;154;2;3;2;3;7;4;4;4;6;Q4;2022
1;74;Alemania;No;Si;No;No;No;6;2;285;562;283;8;16;0;4;8;4;1;4;2;Q4;2022
6;61;Alemania;No;Si;No;No;No;10;1;1.346;2.654;1.000;6;4;1;3;10;4;1;3;1;Q4;2022
1;58;Alemania;No;Si;No;No;No;7;3;807;1.590;154;8;2;1;3;8;3;1;1;2;Q4;2022
6;56;Paises Bajos;No;Si;No;No;No;10;4;990;1.569;391;2;9;5;3;8;3;1;2;2;Q4;2022
6;42;Alemania;No;No;Si;No;No;7;4;622;1.225;878;6;7;2;4;10;4;1;4;2;Q4;2022
6;65;Alemania;No;No;No;Si;No;7;2;404;796;120;5;4;1;4;7;3;7;3;1;Q4;2022
1;67;Alemania;No;Si;No;No;No;11;1;891;1.756;154;2;17;6;4;8;3;1;2;4;Q4;2022
6;42;Reino Unido;No;Si;No;No;No;7;4;362;992;231;1;3;1;2;6;4;1;3;4;Q4;2022
6;59;Reino Unido;No;Si;No;No;No;7;2;323;883;574;7;2;2;4;8;1;2;1;1;Q4;2022
6;43;Reino Unido;No;No;Si;No;No;7;2;1.205;3.297;594;1;6;2;3;10;4;2;4;4;Q4;2022
6;64;Irlanda;No;Si;No;No;No;7;2;1.205;3.297;113;0;3;2;2;5;4;2;3;2;Q4;2022
1;64;Reino Unido;No;Si;No;No;No;7;2;282;773;93;1;1;1;4;7;4;7;3;1;Q4;2022
6;55;Reino Unido;No;Si;No;No;No;7;2;406;1.109;93;1;3;1;5;10;4;7;2;2;Q4;2022
6;59;Reino Unido;No;Si;No;No;No;7;3;406;1.109;93;7;4;1;5;10;4;7;2;2;Q4;2022
6;56;Reino Unido;No;Si;No;No;No;14;2;898;2.455;93;14;7;7;4;10;3;2;1;2;Q4;2022
6;68;Reino Unido;No;Si;No;No;No;7;3;282;773;93;1;3;1;5;10;4;7;2;2;Q4;2022
1;67;Reino Unido;No;Si;No;No;No;7;1;344;941;208;1;8;5;3;10;4;7;4;2;Q4;2022
6;35;Alemania;No;Si;No;No;No;9;2;1.295;2.552;778;10;10;5;3;10;4;1;2;2;Q4;2022
1;72;Alemania;No;Si;No;No;No;19;4;756;1.490;2.114;2;10;10;3;2;3;7;2;2;Q4;2022
1;82;Alemania;No;Si;No;No;No;10;1;1.683;3.317;350;6;10;2;3;10;3;7;3;2;Q4;2022
6;51;Alemania;No;Si;No;No;No;8;2;808;1.592;795;6;2;2;4;10;4;1;4;3;Q4;2022
1;63;Reino Unido;No;Si;No;No;No;7;2;436;1.193;274;2;11;2;4;10;4;1;3;1;Q4;2022
1;58;Reino Unido;No;No;Si;No;No;7;2;974;2.666;438;1;5;1;3;10;4;1;4;2;Q4;2022
1;62;Reino Unido;No;Si;No;No;No;7;4;120;329;783;14;7;4;4;10;4;1;1;2;Q4;2022
6;58;Reino Unido;No;Si;No;No;No;7;4;159;436;393;6;6;1;3;10;4;1;1;2;Q4;2022
6;46;Reino Unido;No;Si;No;No;No;7;2;713;1.951;593;3;4;2;3;9;3;3;3;1;Q4;2022
6;55;Reino Unido;No;Si;No;No;No;7;2;282;773;93;6;3;2;3;8;4;1;3;1;Q4;2022
6;58;Reino Unido;No;Si;No;No;No;7;2;239;655;103;2;3;0;4;10;4;2;2;2;Q4;2022
6;63;Reino Unido;No;Si;No;No;No;7;4;436;1.193;224;4;7;4;3;10;4;2;1;2;Q4;2022
1;63;Reino Unido;No;Si;No;No;No;14;3;713;1.950;553;2;5;2;3;10;4;7;4;2;Q4;2022
1;42;Reino Unido;No;No;Si;No;No;7;2;836;2.287;693;3;5;2;3;10;3;2;2;4;Q4;2022
1;55;Reino Unido;No;Si;No;No;No;7;4;590;1.614;93;10;1;1;4;10;4;1;2;4;Q4;2022
1;49;Reino Unido;No;Si;No;No;No;6;2;409;1.119;574;0;3;0;3;10;4;1;3;2;Q4;2022
1;37;Reino Unido;No;Si;No;No;No;11;2;590;1.614;93;7;2;2;3;10;4;1;2;2;Q4;2022
1;50;Reino Unido;No;Si;No;No;No;7;2;436;1.193;93;10;10;3;3;10;3;2;3;4;Q4;2022
6;51;Reino Unido;No;No;No;No;Si;7;2;190;520;93;7;10;3;3;10;4;1;2;2;Q4;2022
6;33;Reino Unido;No;Si;No;No;No;7;2;156;428;593;4;5;1;3;10;4;1;4;2;Q4;2022
6;53;Reino Unido;No;Si;No;No;No;11;2;590;1.614;898;6;8;3;3;10;4;1;2;2;Q4;2022
1;68;Reino Unido;No;Si;No;No;No;11;2;436;1.193;668;5;4;1;5;8;4;7;3;2;Q4;2022
1;49;Reino Unido;No;Si;No;No;No;7;2;554;1.514;120;12;2;2;3;9;4;1;3;3;Q4;2022
6;27;Reino Unido;No;No;No;No;Si;11;2;313;857;1.242;10;10;2;4;10;4;1;1;1;Q4;2022
